index,district_name,longitude,latitude,percent_retained,score_achievement,pct_chronically_absent_2020
0,Shelby County Schools,-89.92426,35.048455,71.7861111111111,1.896527777777778,19.52847222222222
144,Metro Nashville Public Schools,-86.77317,36.215534999999996,66.79256198347106,1.8123966942148764,15.899173553719013
265,Achievement School District,-90.00646,35.223796,57.857894736842105,1.1157894736842107,28.747368421052634
284,Bristol City Schools,-82.16869,36.561341,80.87142857142858,2.9714285714285715,9.314285714285715
291,Hamilton County Schools,-85.31407,35.002342,76.64464285714287,2.6410714285714283,12.903571428571436
347,Robertson County Schools,-86.86891999999999,36.513979,81.87647058823529,2.2411764705882358,10.941176470588237
364,West Carroll Special School District,-88.61825,36.016599,62.7,1.95,9.5
366,Clarksville-Montgomery County School System,-87.4056,36.58068,79.60312499999999,2.8874999999999997,10.103125
398,Humboldt City Schools,-88.90218,35.825299,64.35,0.9,14.05
400,Anderson County Schools,-84.14656,36.099283,73.74285714285715,2.614285714285714,15.907142857142858
414,Jackson-Madison County Schools,-88.81959,35.60758,75.81764705882354,1.5117647058823527,18.200000000000003
431,Sevier County School System,-83.61374,35.97555,82.63636363636364,2.4045454545454543,18.3
453,Gibson County Special School District,-89.01767,36.073575,75.55000000000001,3.216666666666667,8.100000000000001
459,Knox County Schools,-84.1182,35.976063,82.25753424657535,2.360273972602739,16.154794520547938
532,Blount County Schools,-83.93590999999999,35.781607,84.43684210526315,2.5894736842105264,12.757894736842104
551,Fayette County Schools,-89.32907,35.275036,71.01666666666667,2.433333333333333,11.450000000000001
557,Maury County Schools,-87.03565,35.619784,79.61666666666666,2.088888888888889,14.633333333333333
575,Hawkins County Schools,-82.71292,36.534489,85.65625000000001,2.3375,14.4875
591,Williamson County Schools,-86.90734,35.79867,78.72000000000001,3.5333333333333337,8.139999999999999
606,Millington Municipal School District,-89.90668000000001,35.347965,80.125,2.275,14.775000000000002
610,Sumner County Schools,-86.51355,36.576137,83.1891891891892,2.929729729729729,10.313513513513515
647,Murfreesboro City Schools,-86.3648,35.860152,76.6,2.5500000000000003,9.537500000000001
655,Washington County Schools,-82.6744,36.21503,81.94166666666666,2.9416666666666664,13.1
667,Tennessee State Board of Education,-90.07523,35.050286,66.7,1.7,34.7
668,Collierville Municipal School District,-89.67416999999999,35.057224,83.91666666666667,3.6,6.316666666666667
674,Union County Schools,-83.82558,36.251265000000004,85.08571428571427,1.6285714285714286,14.22857142857143
681,Smith County School District,-85.94893,36.264959000000005,81.4,2.7,8.84
686,Grundy County Schools,-85.70288000000001,35.361678000000005,83.35,2.3,8.375
690,Haywood County Schools,-89.2609,35.590558,72.4,1.8,17.65
692,Rutherford County Schools,-86.3648,35.860152,80.17894736842105,2.4578947368421056,8.563157894736843
711,Hickman County Schools,-87.31395,35.882639000000005,78.38333333333334,1.7666666666666668,12.950000000000001
717,Fayetteville City Schools,-86.57433,35.136177,81.56666666666666,1.7333333333333334,13.200000000000001
720,Perry County Schools,-87.87486,35.61432,83.60000000000001,1.9333333333333336,26.366666666666664
723,Milan Special School District,-88.76628000000001,35.916722,80.1,2.766666666666667,7.2
726,Lake County School System,-89.48640999999999,36.224429,80.7,1.6333333333333335,26.433333333333334
729,Macon County Schools,-86.01496999999999,36.537994,89.64,1.8599999999999999,10.06
734,Hancock County Schools,-83.22818000000001,36.521297,80.7,0.7,15.75
736,Sullivan County Schools,-82.16869,36.561341,86.27777777777777,2.2777777777777777,13.81111111111111
754,South Carroll County Special School District,-88.39343000000001,35.867453999999995,73.1,2.6,7.3
755,Trenton Special School District,-88.95035,35.973431,81.5,1.7333333333333334,9.200000000000001
758,Cumberland County Schools,-85.0902,35.861810999999996,85.49090909090908,2.5454545454545454,15.454545454545457
769,Monroe County Schools,-84.27728,35.345237,86.04,1.8400000000000003,15.66
779,White County Schools,-85.45113,35.943026,83.82857142857144,2.228571428571428,9.4
786,Bedford County Schools,-86.45974,35.470659999999995,85.87692307692306,1.9923076923076926,13.130769230769232
799,Lauderdale County Schools,-89.86859,35.637993,79.5,1.94,13.2
804,Cheatham County School District,-87.0285,36.393153000000005,83.9,2.658333333333333,13.733333333333333
816,Greene County Schools,-82.85446,36.102325,85.43571428571428,2.4071428571428575,10.72857142857143
830,Fentress County Schools,-84.73614,36.392571000000004,82.12,2.52,13.16
835,Wilson County School District,-86.49732,36.195015999999995,84.33000000000001,2.66,10.670000000000002
845,Morgan County Schools,-84.36685,36.045663,76.95,0.4,12.65
847,Kingsport City Schools,-82.55408,36.547133,87.09,3.2299999999999995,13.98
857,Wayne County Schools,-87.77263,35.187869,89.11428571428571,2.1142857142857143,14.657142857142858
864,Campbell County Schools,-84.08164000000001,36.388766,82.15,2.0166666666666666,19.150000000000002
876,Bartlett Municipal School District,-89.80518000000001,35.208709000000006,85.44285714285715,3.3142857142857145,7.357142857142857
883,Tipton County Schools,-89.64201,35.560621999999995,86.8923076923077,2.9000000000000004,10.23076923076923
896,Dickson County School District,-87.29179,36.225389,83.72500000000001,2.8166666666666664,8.683333333333334
908,Dyersburg City Schools,-89.38613000000001,36.038042,82.44999999999999,2.9000000000000004,8.350000000000001
910,Hardeman County Schools,-89.15508,35.35001,87.3375,1.7750000000000001,8.162500000000001
918,Lawrence County Schools,-87.33748,35.43506,85.98181818181817,2.7272727272727275,11.154545454545454
929,Sweetwater City Schools,-84.46613,35.598659000000005,78.75,1.8499999999999999,7.6000000000000005
931,Warren County School District,-85.787,35.687286,88.52857142857142,1.957142857142857,10.042857142857144
938,Athens City Schools,-84.61975,35.441378,78.46666666666667,2.966666666666667,7.966666666666666
941,Huntingdon Special School District,-88.41385,35.995802000000005,84.46666666666665,2.1666666666666665,7.8
944,Oak Ridge City Schools,-84.27044000000001,35.992691,89.35714285714288,2.8285714285714287,13.328571428571427
951,Greeneville City Schools,-82.81406,36.229928,91.48333333333335,2.5333333333333337,8.116666666666667
957,Cannon County School District,-86.05538,35.813334999999995,85.52499999999999,1.4,14.125
961,Jackson County Schools,-85.65756999999999,36.351803000000004,83.4,1.8666666666666665,14.733333333333334
964,McNairy County Schools,-88.59326999999999,35.165045,91.8,2.5500000000000003,8.649999999999999
970,Giles County Schools,-87.01246,35.204983,85.55000000000001,2.2333333333333334,7.3999999999999995
976,Bradley County Schools,-84.86489,35.219532,85.83076923076922,2.3461538461538463,10.923076923076923
989,Claiborne County Schools,-83.65241,36.417235,84.48181818181818,2.2181818181818187,18.42727272727273
1000,Tullahoma City Schools,-86.21484,35.357521999999996,84.27142857142857,1.8571428571428572,16.6
1007,Henry County School System,-88.42518000000001,36.210846999999994,84.53999999999999,2.32,8.26
1012,Loudon County Schools,-84.33069,35.725969,86.03333333333332,2.6833333333333336,11.683333333333335
1018,McMinn County Schools,-84.61975,35.441378,89.225,2.3000000000000003,13.500000000000002
1026,Roane County Schools,-84.36685,36.045663,88.08,2.593333333333333,11.899999999999999
1041,Franklin County Schools,-86.14045,35.192828999999996,86.68181818181819,2.327272727272727,11.663636363636362
1052,Jefferson County Schools,-83.40946,36.154381,89.42,2.1900000000000004,13.580000000000002
1062,Trousdale County Schools,-86.15305,36.407653,81.2,3.4,8.700000000000001
1065,Cocke County School System,-83.24441,35.820011,88.0909090909091,1.9909090909090907,16.136363636363637
1076,Crockett County Schools,-89.24555,35.908286,87.74000000000001,1.9200000000000004,10.84
1081,Alamo City School District,-89.14016,35.796157,78.7,3.6,8.1
1082,Van Buren County Schools,-85.41145999999999,35.696529999999996,86.69999999999999,2.8,11.05
1084,Clay County Schools,-85.81114000000001,36.543183,81.53333333333335,2.2,9.500000000000002
1087,Paris Special School District,-88.32891,36.300311,84.9,2.45,10.8
1089,Lincoln County Department of Education,-86.57433,35.136177,85.61666666666667,2.8333333333333335,13.999999999999998
1095,Marion County Schools,-85.61818000000001,35.065007,85.4,1.9888888888888887,16.366666666666664
1104,Lewis County Schools,-87.54905,35.535396999999996,84.63333333333333,1.9333333333333336,11.566666666666668
1107,Weakley County Schools,-88.76867,36.154281,86.0,2.8125,11.349999999999998
1115,Dyer County Schools,-89.38613000000001,36.038042,86.18749999999999,3.3000000000000007,11.3
1123,Johnson County Schools,-81.81906,36.451041,83.7,2.2,11.260000000000002
1128,Marshall County Schools,-86.7792,35.461359,88.07777777777775,2.6333333333333337,14.033333333333335
1137,Union City Schools,-89.0727,36.426933,84.33333333333333,2.6999999999999997,6.1000000000000005
1140,Putnam County School System,-85.64636,36.127733,90.65333333333334,2.433333333333333,11.893333333333334
1155,Johnson City Schools,-82.3386,36.331006,84.53333333333335,3.3166666666666664,11.049999999999999
1161,Bledsoe County Schools,-85.17161,35.635096999999995,91.67999999999999,2.4,13.1
1166,Etowah City School,-84.53015,35.325990999999995,80.0,2.9,11.8
1167,Hamblen County Schools,-83.27474000000001,36.186008,88.71176470588235,2.7529411764705887,10.076470588235294
1184,Cleveland City Schools,-84.86489,35.219532,86.67142857142856,2.2142857142857144,13.22857142857143
1191,McKenzie Special School District,-88.52246,36.133065,81.0,2.8,8.9
1192,Houston County Schools,-87.68198000000001,36.301089000000005,88.375,1.65,16.85
1196,Obion County Schools,-89.17888,36.358158,90.58333333333333,2.4999999999999996,13.983333333333334
1202,Unicoi County Schools,-82.4273,36.128301,88.67999999999999,2.2800000000000002,8.88
1207,DeKalb County School District,-85.80108,35.922583,88.42499999999998,1.775,14.175
1211,Overton County Schools,-85.32585,36.376289,89.6,2.2285714285714286,13.042857142857144
1218,Humphreys County School System,-87.64489,36.069712,88.05,2.6666666666666665,15.066666666666668
1224,Lebanon Special School District,-86.29271,36.240331,87.84,2.8,8.620000000000001
1229,Hollow Rock-Bruceton Special School District,-88.25144,36.038551,83.69999999999999,2.5,8.149999999999999
1231,Maryville City Schools,-83.93590999999999,35.781607,87.7,3.8499999999999996,6.083333333333333
1237,Chester County School System,-88.66118,35.414454,86.84,3.5200000000000005,10.260000000000002
1242,Franklin Special School District,-86.89919,35.893823,87.675,3.3249999999999997,6.525
1246,Manchester City Schools,-86.08414,35.500068,87.2,2.733333333333333,10.1
1249,Scott County Schools,-84.41935,36.563796999999994,90.35000000000001,2.3,9.966666666666667
1255,Stewart County Schools,-87.85876999999999,36.477136,88.675,2.5999999999999996,8.25
1259,Hardin County Schools,-88.18946,35.180946999999996,91.06666666666666,2.2666666666666666,15.316666666666668
1265,Sequatchie County Schools,-85.38755,35.399109,86.76666666666667,1.2666666666666668,17.5
1268,Carter County Schools,-82.18843000000001,36.355251,91.77499999999999,2.6083333333333334,13.991666666666667
1280,Oneida Special School District,-84.51808,36.49787,90.73333333333333,2.4,9.933333333333335
1283,Polk County Schools,-84.3859,35.008596000000004,90.43333333333332,2.7999999999999994,15.1
1289,Richard Hardy Memorial School,-85.72513000000001,35.045885999999996,86.4,2.0,10.5
1290,Decatur County Schools,-88.12345,35.546839,89.575,3.15,11.25
1294,Moore County Schools,-86.35264000000001,35.276795,90.75,2.1,12.3
1296,Elizabethton City Schools,-82.18843000000001,36.355251,91.83333333333333,2.766666666666667,14.866666666666665
1299,Clinton City School District,-84.14656,36.099283,89.03333333333335,2.9333333333333336,9.866666666666667
1302,Lenoir City Schools,-84.29301,35.815523999999996,89.73333333333333,3.233333333333333,10.933333333333332
1305,Germantown Municipal School District,-89.7615,35.087468,88.0,3.3,6.5
1306,Benton School System,-88.04885,36.254422999999996,92.60000000000001,2.12,7.960000000000001
1311,Grainger County Schools,-83.51516,36.243526,92.46666666666665,2.1999999999999997,22.183333333333334
1317,Alvin C York Institute,-84.93393,36.409385,89.8,3.0,14.4
1318,Meigs County School System,-84.80741,35.503723,91.37500000000001,2.15,9.700000000000001
1322,Coffee County Schools,-86.21484,35.357521999999996,93.75,2.8,7.5
1324,Dayton City School,-85.01032,35.495894,90.9,2.9,6.9
1325,Henderson County Schools,-88.40535,35.658409000000006,95.28750000000001,3.3125,10.387500000000001
1333,Rogersville City School,-82.96804,36.413437,92.2,2.6,15.1
1334,Lexington City Schools,-88.40535,35.658409000000006,94.25,2.5999999999999996,8.5
1336,Newport City School,-83.20116,35.963276,93.8,2.6,14.0
1337,Bells City School District,-89.08457,35.696656,93.8,3.8,5.4
1338,Alcoa City Schools,-83.97955999999999,35.784708,96.03333333333335,3.1,7.966666666666668
1341,Pickett County Schools,-85.15007,36.572542999999996,97.5,1.2,10.0
